program,field_interest,team_responsible,start_work,design_something,work_partof,on_project,care_most,eavesdrop,working_with
Civil Engineering,Construction,The CN Tower,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Civil Engineering,Construction,The CN Tower,Work for a small company,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Environment,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers
Civil Engineering,Construction,The CN Tower,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Civil Engineering,Construction,The CN Tower,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Civil Engineering,Software Development,The CN Tower,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Civil Engineering,Construction,The CN Tower,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",People
Civil Engineering,Construction,The CN Tower,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Health,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Civil Engineering,Construction,The CN Tower,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Civil Engineering,Construction,The CN Tower,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Civil Engineering,Construction,The CN Tower,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
Civil Engineering,Construction,The CN Tower,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,People
